,Sex,Age,SibSp,Parch,Fare,class2,class3,cabinA,cabinB,cabinC,cabinD,cabinE,cabinF,cabinG,cabinT,cherbourg,queenstown,southampton
320,1,26.0,0,0,7.775,0,1,1,0,0,0,0,0,0,0,0,0,1
321,1,25.0,0,0,7.2292,0,1,0,0,0,0,0,0,1,0,1,0,0
322,1,26.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1
323,1,33.0,0,0,26.55,0,0,1,0,0,0,0,0,0,0,0,0,1
324,0,39.0,0,0,211.3375,0,0,1,0,0,0,0,0,0,0,0,0,1
325,1,23.0,0,0,7.05,0,1,1,0,0,0,0,0,0,0,0,0,1
326,0,12.0,2,1,39.0,1,0,0,0,0,0,0,0,1,0,0,0,1
327,1,46.0,0,0,79.2,0,0,1,0,0,0,0,0,0,0,1,0,0
328,1,29.0,1,0,26.0,1,0,1,0,0,0,0,0,0,0,0,0,1
329,1,21.0,0,0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,1
330,0,48.0,0,2,36.75,1,0,1,0,0,0,0,0,0,0,0,0,1
331,1,39.0,0,0,29.7,0,0,0,1,0,0,0,0,0,0,1,0,0
332,1,30.272590361445783,0,0,7.225,0,1,1,0,0,0,0,0,0,0,1,0,0
333,0,19.0,1,1,15.7417,0,1,1,0,0,0,0,0,0,0,1,0,0
334,1,27.0,0,0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,1
335,1,30.0,0,0,26.0,0,0,0,0,0,1,0,0,0,0,0,0,1
336,1,32.0,0,0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,1
337,1,39.0,0,2,7.2292,0,1,1,0,0,0,0,0,0,0,1,0,0
338,1,25.0,0,0,31.5,1,0,1,0,0,0,0,0,0,0,0,0,1
339,1,30.272590361445783,0,0,7.2292,0,1,1,0,0,0,0,0,0,0,1,0,0
340,1,18.0,0,0,10.5,1,0,1,0,0,0,0,0,0,0,0,0,1
341,1,32.0,0,0,7.5792,0,1,1,0,0,0,0,0,0,0,0,0,1
342,1,30.272590361445783,1,9,69.55,0,1,1,0,0,0,0,0,0,0,0,0,1
343,0,58.0,0,1,512.3292,0,0,0,0,1,0,0,0,0,0,1,0,0
344,1,30.272590361445783,1,1,14.5,0,1,1,0,0,0,0,0,0,0,0,0,1
345,0,16.0,0,0,7.65,0,1,1,0,0,0,0,0,0,0,0,0,1
346,1,26.0,0,0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,1
347,0,38.0,0,0,7.2292,0,1,1,0,0,0,0,0,0,0,1,0,0
348,1,24.0,0,0,13.5,1,0,1,0,0,0,0,0,0,0,0,0,1
349,0,31.0,0,0,21.0,1,0,1,0,0,0,0,0,0,0,0,0,1
350,0,45.0,0,1,63.3583,0,0,0,0,0,0,1,0,0,0,1,0,0
351,1,25.0,0,0,10.5,1,0,1,0,0,0,0,0,0,0,0,0,1
352,1,18.0,0,0,73.5,1,0,1,0,0,0,0,0,0,0,0,0,1
353,1,49.0,1,2,65.0,1,0,1,0,0,0,0,0,0,0,0,0,1
354,0,0.17,1,2,20.575,0,1,1,0,0,0,0,0,0,0,0,0,1
355,1,50.0,0,0,26.0,0,0,0,0,0,0,0,1,0,0,0,0,1
356,0,59.0,2,0,51.4792,0,0,0,0,0,1,0,0,0,0,0,0,1
357,1,30.272590361445783,0,0,7.8792,0,1,1,0,0,0,0,0,0,0,0,0,1
358,1,30.272590361445783,0,0,7.75,0,1,1,0,0,0,0,0,0,0,0,1,0
359,0,30.0,1,0,15.55,0,1,1,0,0,0,0,0,0,0,0,0,1
360,1,14.5,8,2,69.55,0,1,1,0,0,0,0,0,0,0,0,0,1
361,0,24.0,1,1,37.0042,1,0,1,0,0,0,0,0,0,0,1,0,0
362,0,31.0,0,0,21.0,1,0,1,0,0,0,0,0,0,0,0,0,1
363,1,27.0,0,0,8.6625,0,1,1,0,0,0,0,0,0,0,0,0,1
364,0,25.0,1,0,55.4417,0,0,0,0,0,0,0,1,0,0,1,0,0
365,0,30.272590361445783,1,9,69.55,0,1,1,0,0,0,0,0,0,0,0,0,1
366,1,30.272590361445783,1,0,14.4583,0,1,1,0,0,0,0,0,0,0,1,0,0
367,0,22.0,0,0,39.6875,0,1,1,0,0,0,0,0,0,0,0,0,1
368,0,45.0,0,1,59.4,0,0,1,0,0,0,0,0,0,0,1,0,0
369,1,29.0,0,0,13.8583,1,0,1,0,0,0,0,0,0,0,1,0,0
370,1,21.0,1,0,11.5,1,0,1,0,0,0,0,0,0,0,0,0,1
371,0,31.0,0,0,134.5,0,0,0,0,0,0,0,1,0,0,1,0,0
372,1,49.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1
373,1,44.0,0,0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,1
374,0,54.0,1,1,81.8583,0,0,0,1,0,0,0,0,0,0,0,0,1
375,0,45.0,0,0,262.375,0,0,1,0,0,0,0,0,0,0,1,0,0
376,0,22.0,2,0,8.6625,0,1,1,0,0,0,0,0,0,0,0,0,1
377,1,21.0,0,0,11.5,1,0,1,0,0,0,0,0,0,0,0,0,1
378,1,55.0,0,0,50.0,0,0,0,0,0,1,0,0,0,0,0,0,1
379,1,5.0,4,2,31.3875,0,1,1,0,0,0,0,0,0,0,0,0,1
380,1,30.272590361445783,0,0,7.75,0,1,1,0,0,0,0,0,0,0,0,1,0
381,1,26.0,0,0,7.8792,0,1,1,0,0,0,0,0,0,0,0,1,0
382,0,30.272590361445783,0,0,14.5,0,1,1,0,0,0,0,0,0,0,0,0,1
383,0,19.0,1,0,16.1,0,1,1,0,0,0,0,0,0,0,0,0,1
384,1,30.272590361445783,0,0,12.875,1,0,1,0,0,0,0,0,0,0,0,0,1
385,0,24.0,1,2,65.0,1,0,1,0,0,0,0,0,0,0,0,0,1
386,1,24.0,0,0,7.775,0,1,1,0,0,0,0,0,0,0,0,0,1
387,1,57.0,0,0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,1
388,1,21.0,0,0,7.75,0,1,1,0,0,0,0,0,0,0,0,1,0
389,1,6.0,3,1,21.075,0,1,1,0,0,0,0,0,0,0,0,0,1
390,1,23.0,0,0,93.5,0,0,0,0,1,0,0,0,0,0,0,0,1
391,0,51.0,0,1,39.4,0,0,0,0,0,0,1,0,0,0,0,0,1
392,1,13.0,0,2,20.25,0,1,1,0,0,0,0,0,0,0,0,0,1
393,1,47.0,0,0,10.5,1,0,1,0,0,0,0,0,0,0,0,0,1
394,1,29.0,3,1,22.025,0,1,1,0,0,0,0,0,0,0,0,0,1
395,0,18.0,1,0,60.0,0,0,0,0,0,1,0,0,0,0,0,0,1
396,1,24.0,0,0,7.25,0,1,1,0,0,0,0,0,0,0,0,1,0
397,0,48.0,1,1,79.2,0,0,0,0,1,0,0,0,0,0,1,0,0
398,1,22.0,0,0,7.775,0,1,1,0,0,0,0,0,0,0,0,0,1
399,1,31.0,0,0,7.7333,0,1,1,0,0,0,0,0,0,0,0,1,0
400,0,30.0,0,0,164.8667,0,0,0,0,0,1,0,0,0,0,0,0,1
401,1,38.0,1,0,21.0,1,0,1,0,0,0,0,0,0,0,0,0,1
402,0,22.0,0,1,59.4,0,0,1,0,0,0,0,0,0,0,1,0,0
403,1,17.0,0,0,47.1,0,0,1,0,0,0,0,0,0,0,0,0,1
404,1,43.0,1,0,27.7208,0,0,0,0,0,0,1,0,0,0,1,0,0
405,1,20.0,0,0,13.8625,1,0,0,0,0,0,1,0,0,0,1,0,0
406,1,23.0,1,0,10.5,1,0,1,0,0,0,0,0,0,0,0,0,1
407,1,50.0,1,1,211.5,0,0,0,0,0,1,0,0,0,0,1,0,0
408,0,30.272590361445783,0,0,7.7208,0,1,1,0,0,0,0,0,0,0,0,1,0
409,0,3.0,1,1,13.775,0,1,1,0,0,0,0,0,0,0,0,0,1
410,0,30.272590361445783,0,0,7.75,0,1,1,0,0,0,0,0,0,0,0,1,0
411,0,37.0,1,0,90.0,0,0,0,0,0,1,0,0,0,0,0,1,0
412,0,28.0,0,0,7.775,0,1,1,0,0,0,0,0,0,0,0,0,1
413,1,30.272590361445783,0,0,8.05,0,1,1,0,0,0,0,0,0,0,0,0,1
414,0,39.0,0,0,108.9,0,0,0,0,0,1,0,0,0,0,1,0,0
415,1,38.5,0,0,7.25,0,1,1,0,0,0,0,0,0,0,0,0,1
416,1,30.272590361445783,0,0,8.05,0,1,1,0,0,0,0,0,0,0,0,0,1
417,1,30.272590361445783,1,1,22.3583,0,1,1,0,0,0,0,0,0,0,1,0,0
